,id,Equipo,Quinteto,PTS,FGm,FGa,2Pm,2Pa,3Pm,3Pa,1Pm,1Pa,RO,RD,RT,AST,PER,REC,BLQ,POSS,PLAYS,PJ
0,/es/basketballworldcup/2023/game/0309/Germany-Slovenia,Alemania,"['Isaac Bonga', 'Johannes Voigtmann', 'Daniel Theis', 'Dennis Schroder', 'Andreas Obst']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,/es/basketballworldcup/2023/game/0309/Germany-Slovenia,Eslovenia,"['Aleksej Nikolic', 'Mike Tobey', 'Zoran Dragic', 'Bine Prepelic', 'Luka Doncic']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,/es/basketballworldcup/2023/game/0309/República-Dominicana-Serbia,República Dominicana,"['Victor Liz', 'Andres Feliz', 'Angel Delgado', 'Lester Quiñones', 'Karl-Anthony Towns']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,/es/basketballworldcup/2023/game/0309/República-Dominicana-Serbia,Serbia,"['Nikola Jovic', 'Bogdan Bogdanovic', 'Vanja Marinkovic', 'Stefan Jovic', 'Nikola Milutinov']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,/es/basketballworldcup/2023/game/0309/USA-Lithuania,USA,"['Mikal Bridges', 'Anthony Edwards', 'Jalen Brunson', 'Josh Hart', 'Jaren Jackson Jr']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,/es/basketballworldcup/2023/game/0309/USA-Lithuania,Lituania,"['Margiris Normantas', 'Tadas Sedekerskis', 'Ignas Brazdeikis', 'Rokas Jokubaitis', 'Jonas Valanciunas']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,/es/basketballworldcup/2023/game/0309/España-Canadá,España,"['Victor Claver', 'Willy Hernangomez', 'Alex Abrines', 'Juan Nunez', 'Juancho Hernangomez']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,/es/basketballworldcup/2023/game/0309/España-Canadá,Canadá,"['Shai Gilgeous-Alexander', 'Dwight Powell', 'RJ  Barrett', 'Kelly Olynyk', 'Dillon Brooks']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,/es/basketballworldcup/2023/game/0509/Lituania-Serbia,Lituania,"['Margiris Normantas', 'Tadas Sedekerskis', 'Ignas Brazdeikis', 'Rokas Jokubaitis', 'Jonas Valanciunas']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,/es/basketballworldcup/2023/game/0509/Lituania-Serbia,Serbia,"['Nikola Jovic', 'Bogdan Bogdanovic', 'Ognjen Dobric', 'Stefan Jovic', 'Nikola Milutinov']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,/es/basketballworldcup/2023/game/0509/Italia-USA,Italia,"['Marco Spissu', 'Stefano Tonut', 'Nicolo Melli', 'Simone Fontecchio', 'Achille Polonara']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,/es/basketballworldcup/2023/game/0509/Italia-USA,USA,"['Mikal Bridges', 'Anthony Edwards', 'Jalen Brunson', 'Josh Hart', 'Jaren Jackson Jr']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,/es/basketballworldcup/2023/game/0609/Alemania-Letonia,Alemania,"['Isaac Bonga', 'Johannes Voigtmann', 'Daniel Theis', 'Dennis Schroder', 'Andreas Obst']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,/es/basketballworldcup/2023/game/0609/Alemania-Letonia,Letonia,"['Rodions Kurucs', 'Dāvis Bertāns', 'Rolands Šmits', 'Andrejs Gražulis', 'Artūrs Žagars']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,/es/basketballworldcup/2023/game/0609/Canadá-Eslovenia,Canadá,"['Shai Gilgeous-Alexander', 'Dwight Powell', 'RJ  Barrett', 'Kelly Olynyk', 'Dillon Brooks']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,/es/basketballworldcup/2023/game/0609/Canadá-Eslovenia,Eslovenia,"['Aleksej Nikolic', 'Mike Tobey', 'Zoran Dragic', 'Bine Prepelic', 'Luka Doncic']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,/es/basketballworldcup/2023/game/0709/Italia-Letonia,Italia,"['Marco Spissu', 'Stefano Tonut', 'Nicolo Melli', 'Achille Polonara', 'Luigi Datome']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,/es/basketballworldcup/2023/game/0709/Italia-Letonia,Letonia,"['Rodions Kurucs', 'Rolands Šmits', 'Aigars Šķēle', 'Andrejs Gražulis', 'Kristers Zoriks']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,/es/basketballworldcup/2023/game/0709/Lituania-Eslovenia,Lituania,"['Tadas Sedekerskis', 'Ignas Brazdeikis', 'Rokas Jokubaitis', 'Jonas Valanciunas', 'Tomas Dimsa']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,/es/basketballworldcup/2023/game/0709/Lituania-Eslovenia,Eslovenia,"['Aleksej Nikolic', 'Mike Tobey', 'Zoran Dragic', 'Bine Prepelic', 'Luka Doncic']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,/es/basketballworldcup/2023/game/0809/Serbia-Canadá,Serbia,"['Nikola Jovic', 'Bogdan Bogdanovic', 'Ognjen Dobric', 'Stefan Jovic', 'Nikola Milutinov']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,/es/basketballworldcup/2023/game/0809/Serbia-Canadá,Canadá,"['Shai Gilgeous-Alexander', 'Dwight Powell', 'RJ  Barrett', 'Kelly Olynyk', 'Dillon Brooks']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,/es/basketballworldcup/2023/game/0809/USA-Alemania,USA,"['Mikal Bridges', 'Anthony Edwards', 'Jalen Brunson', 'Josh Hart', 'Jaren Jackson Jr']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,/es/basketballworldcup/2023/game/0809/USA-Alemania,Alemania,"['Johannes Voigtmann', 'Franz Wagner', 'Daniel Theis', 'Dennis Schroder', 'Andreas Obst']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,/es/basketballworldcup/2023/game/0909/Italy-Slovenia,Italia,"['Marco Spissu', 'Stefano Tonut', 'Nicolo Melli', 'Simone Fontecchio', 'Achille Polonara']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,/es/basketballworldcup/2023/game/0909/Italy-Slovenia,Eslovenia,"['Aleksej Nikolic', 'Mike Tobey', 'Gregor Hrovat', 'Bine Prepelic', 'Luka Doncic']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,/es/basketballworldcup/2023/game/0909/Letonia-Lituania,Letonia,"['Rodions Kurucs', 'Rolands Šmits', 'Klāvs Čavars', 'Artūrs Kurucs', 'Artūrs Žagars']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,/es/basketballworldcup/2023/game/0909/Letonia-Lituania,Lituania,"['Tadas Sedekerskis', 'Ignas Brazdeikis', 'Rokas Jokubaitis', 'Jonas Valanciunas', 'Tomas Dimsa']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,/es/basketballworldcup/2023/game/1009/USA-Canada,USA,"['Mikal Bridges', 'Anthony Edwards', 'Jalen Brunson', 'Josh Hart', 'Walker Kessler']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,/es/basketballworldcup/2023/game/1009/USA-Canada,Canadá,"['Luguentz Dort', 'Shai Gilgeous-Alexander', 'Dwight Powell', 'RJ  Barrett', 'Dillon Brooks']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,/es/basketballworldcup/2023/game/1009/Germany-Serbia,Alemania,"['Johannes Voigtmann', 'Franz Wagner', 'Daniel Theis', 'Dennis Schroder', 'Andreas Obst']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,/es/basketballworldcup/2023/game/1009/Germany-Serbia,Serbia,"['Nikola Jovic', 'Bogdan Bogdanovic', 'Ognjen Dobric', 'Stefan Jovic', 'Nikola Milutinov']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
